G_Name,Year,Amount,
The David and Lucile Packard Foundation,2019,30000.00,
Robert & Ardis James Foundation,2015,50000.00,
The William and Flora Hewlett Foundation,2019,250000.00,
The Skoll Fund,2016,100000.00,
The Skoll Foundation,2016,100000.00,
McKnight Foundation,2019,475000.00,
Wallace Global Fund II,2017,50000.00,
Charles Stewart Mott Foundation,2020,420000.00,
Kresge Foundation,2018,305000.00,
Kresge Foundation,2017,24000.00,
Kresge Foundation,2016,366000.00,
The William and Flora Hewlett Foundation,2019,750000.00,
Global Greengrants Fund Inc,2018,4000.00,
William Caspar Graustein Memorial Fund,2017,9000.00,
Agape Foundation,2018,4353.00,
Agape Foundation,2017,5288.00,
Agape Foundation,2016,5905.00,
Community Foundation for Monterey County,2018,3658.00,
Newman's Own Foundation,2018,15000.00,
Overlook International Foundation Inc.,2017,3000.00,
Fidelity Investments Charitable Gift Fund,2016,100.00,
Fidelity Investments Charitable Gift Fund,2016,100.00,
The National Lottery Community Fund,2019,12543.00,
AT&T Foundation,2016,130.00,
AT&T Foundation,2016,130.00,
Onion Foundation,2020,1000.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2016,5000.00,
FRIDA - The Young Feminist Fund,2019,9000.00,
Global Greengrants Fund Inc,2019,4000.00,
FRIDA - The Young Feminist Fund,2018,8000.00,
The National Lottery Community Fund,2019,12776.00,
"Island Foundation, Inc.",2016,5000.00,
The John Merck Fund,2018,30000.00,
The John Merck Fund,2017,30000.00,
The John Merck Fund,2016,25000.00,
Kresge Foundation,2018,25000.00,
Dolores Kohl Education Foundation,2015,64910.00,
Furthur Foundation,2019,4000.00,
Wallace Global Fund II,2016,40000.00,
Jane's Trust Foundation,2018,20000.00,
Jane's Trust Foundation,2017,20000.00,
"Horizon Foundation, Inc.",2017,20000.00,
"Horizon Foundation, Inc.",2017,20000.00,
Elmina B. Sewall Foundation,2016,30000.00,
Jane's Trust Foundation,2016,15000.00,
Elmina B. Sewall Foundation,2015,40000.00,
Harry C. Moores Foundation,2018,12500.00,
United Way of Bergen County,2018,5830.00,
The Fulk Family Charitable Trust,2018,500.00,
"Community Foundations, Inc.",2017,50000.00,
The Columbus Foundation,2017,26206.00,
The Columbus Foundation,2017,15000.00,
Harry C. Moores Foundation,2017,12500.00,
The Columbus Foundation,2017,10000.00,
The Columbus Foundation,2017,6500.00,
Harry C. Moores Foundation,2016,12500.00,
The Fulk Family Charitable Trust,2016,100.00,
The Fulk Family Charitable Trust,2016,100.00,
Barr Foundation,2019,150000.00,
Global Greengrants Fund Inc,2016,10000.00,
Global Greengrants Fund Inc,2016,10000.00,
NoVo Foundation,2015,35000.00,
George W. Bowers Family Charitable Trust,2018,12000.00,
The John Merck Fund,2016,60000.00,
Entergy Charitable Foundation,2016,43900.00,
Entergy Charitable Foundation,2015,35000.00,
Energy Foundation China,2017,435000.00,
"The Jack and Dorothy Byrne Foundation, Inc.",2019,3400.00,
The Nathan Cummings Foundation,2018,100000.00,
The Nathan Cummings Foundation,2016,100000.00,
The Heinz Endowments,2020,115000.00,
Hillman Family Foundations,2020,8000.00,
Virginia Environmental Endowment,2019,9612.00,
"Compton Foundation, Inc.",2016,30000.00,
The George Gund Foundation,2020,35000.00,
The George Gund Foundation,2018,150000.00,
Herbert Simon Family Foundation,2018,163258.00,
Ford Foundation,2016,400000.00,
Ford Foundation,2015,150000.00,
Roy A. Hunt Foundation,2015,35000.00,
Community Foundation of Northern Colorado,2020,8000.00,
Barnes Family Foundation,2016,,
American Society of Plant Biologists Education Foundation,2015,49600.00,
"Cassiopeia Foundation, Inc F/K/A Blue Moon Fund, Inc",2015,47500.00,
Bill & Melinda Gates Foundation,2019,5530900.00,
Oregon Community Foundation,2019,10000.00,
Oregon Community Foundation,2019,4839.00,
The David and Lucile Packard Foundation,2017,250000.00,
The California Endowment,2019,20000.00,
Grantham Foundation for the Protection,2017,400000.00,
Foundation for Agricultural Integrity,2018,577371.00,
Foundation for Agricultural Integrity,2017,51463.00,
The Arthur Vining Davis Foundations,2020,238621.00,
Paul M. Angell Family Foundation,2019,50000.00,
The Schmidt Family Foundation,2018,200000.00,
E. Joseph Evans Charitable Trust,2018,5000.00,
"The Simons Foundation, Inc.",2016,58373.00,
"The Jack and Dorothy Byrne Foundation, Inc.",2019,4000.00,
Davis Conservation Foundation,2016,5000.00,
"The Fred Harris Daniels Foundation, Inc.",2018,12250.00,
The Spencer Foundation,2019,49850.00,
Ford Foundation,2020,200000.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2018,5000.00,
Global Greengrants Fund Inc,2016,10000.00,
"Town Creek Foundation, Inc.",2017,30000.00,
Kresge Foundation,2018,352945.00,
Kresge Foundation,2018,250000.00,
Kresge Foundation,2017,600000.00,
"Sant Charitable Foundation, Inc.",2017,49924.00,
Global Greengrants Fund Inc,2018,5000.00,
Global Greengrants Fund Inc,2016,5260.00,
Both ENDS Foundation,2016,22200.00,
International Indigenous Women's Forum,2019,24000.00,
Perpetual Trustees,2017,92887.00,
Climate Justice Resilience Fund,2018,550000.00,
International Indigenous Women's Forum,2017,10000.00,
International Indigenous Women's Forum,2016,10000.00,
Fundaci√≥n AVINA,2016,3010.00,
International Indigenous Women's Forum,2019,84448.00,
Fundaci√≥n AVINA,2015,38363.00,
EEA and Norway Grants,2019,160805.00,
EEA and Norway Grants,2019,55347.00,
EEA and Norway Grants,2019,127464.00,
EEA and Norway Grants,2015,39515.00,
International Indigenous Women's Forum,2018,85000.00,
KIOS-The Finnish NGO Foundation for Human Rights,2019,44836.00,
International Indigenous Women's Forum,2018,124500.00,
Global Greengrants Fund Inc,2017,3750.00,
"American Jewish World Service, Inc.",2020,600.00,
"American Jewish World Service, Inc.",2020,10000.00,
EEA and Norway Grants,2015,33233.00,
EEA and Norway Grants,2015,31080.00,
EEA and Norway Grants,2015,39164.00,
EEA and Norway Grants,2015,38347.00,
King Baudouin Foundation United States,2019,47509.00,
Global Greengrants Fund Inc,2019,5000.00,
Silicon Valley Community Foundation,2018,25000.00,
King Baudouin Foundation United States,2015,28500.00,
African Women's Development Fund,2018,20000.00,
Fondo Centroamericano de Mujeres,2017,21564.00,
Fondo Centroamericano de Mujeres,2017,16429.00,
Fondo Centroamericano de Mujeres,2017,16429.00,
Fondo Centroamericano de Mujeres,2016,16000.00,
"Grassroots International, Inc.",2017,10000.00,
The Hong Kong Jockey Club Charities Trust,2016,2507702.00,
"American Jewish World Service, Inc.",2020,53664.00,
"American Jewish World Service, Inc.",2020,48175.00,
"American Jewish World Service, Inc.",2020,40000.00,
"American Jewish World Service, Inc.",2020,35000.00,
"American Jewish World Service, Inc.",2020,30000.00,
"American Jewish World Service, Inc.",2020,20000.00,
"American Jewish World Service, Inc.",2020,17000.00,
"American Jewish World Service, Inc.",2020,15000.00,
"American Jewish World Service, Inc.",2020,11300.00,
HSBC Software Development (India) Private Limited,2019,214185.00,
LIC Housing Finance Ltd,2019,179915.00,
HSBC Software Development (India) Private Limited,2019,157069.00,
Dsm India Private Limited,2019,98097.00,
Cholamandalam Investment And Financecompany Limited,2019,42837.00,
Skyline Foundations and Structures Private Limited,2019,17849.00,
Pershing India Operational Services Private Limited,2019,17135.00,
Zyme Solutions Private Limited,2019,8567.00,
Interglobe Aviation Limited,2018,987836.00,
The Clearing Corporation of India Limited,2018,108953.00,
Dsm India Private Limited,2018,92973.00,
The Clearing Corporation of India Limited,2018,87162.00,
Rbs Services India Private Limited,2018,72635.00,
Coromandel International Limited,2018,62466.00,
Pershing India Operational Services Private Limited,2018,14527.00,
Nitta Gelatin India Limited,2018,1453.00,
Panasonic Carbon India Co. Limited,2018,1453.00,
LIC Housing Finance Ltd,2017,412969.00,
LIC Housing Finance Ltd,2017,171684.00,
The Clearing Corporation of India Limited,2017,92802.00,
Coromandel International Limited,2017,77335.00,
The Vetiver Network,2017,6300.00,
LIC Housing Finance Ltd,2016,121047.00,
Coromandel International Limited,2016,78085.00,
Coromandel International Limited,2015,106196.00,
Climate Justice Resilience Fund,2018,700000.00,
Hivos,2015,55500.00,
Climate Justice Resilience Fund,2018,350000.00,
Hivos,2018,75305.00,
"Unitarian Universalist Service Committee, Inc.",2016,20000.00,
International Indigenous Women's Forum,2018,25000.00,
Kosovar Civil Society Foundation,2019,35089.00,
Urgent Action Fund for Women's Human Rights,2019,3000.00,
Global Greengrants Fund Inc,2019,4500.00,
EEA and Norway Grants,2015,49781.00,
Mongolian Women's Fund (MONES),2017,86.00,
Mongolian Women's Fund (MONES),2017,173.00,
International Indigenous Women's Forum,2018,4000.00,
Urgent Action Fund for Women's Human Rights,2019,2000.00,
King Baudouin Foundation United States,2019,57475.00,
King Baudouin Foundation United States,2019,2085.00,
King Baudouin Foundation United States,2018,400000.00,
Urgent Action Fund for Women's Human Rights,2018,4000.00,
Ford Foundation,2020,179000.00,
"Unitarian Universalist Service Committee, Inc.",2019,10000.00,
EEA and Norway Grants,2015,73177.00,
EEA and Norway Grants,2015,33579.00,
EEA and Norway Grants,2015,110192.00,
EEA and Norway Grants,2015,41474.00,
Goldman Environmental Foundation,2015,45000.00,
Esm√©e Fairbairn Foundation,2018,1022267.00,
National Endowment for Democracy,2016,370192.00,
National Endowment for Democracy,2016,245375.00,
EEA and Norway Grants,2019,60465.00,
EEA and Norway Grants,2019,72663.00,
Urgent Action Fund - Africa,2017,4500.00,
"American Jewish World Service, Inc.",2019,12000.00,
"American Jewish World Service, Inc.",2018,11000.00,
Madre,2016,3982.00,
"American Jewish World Service, Inc.",2020,20000.00,
Global Greengrants Fund Inc,2019,50000.00,
Global Greengrants Fund Inc,2019,8000.00,
Global Greengrants Fund Inc,2019,7500.00,
Global Greengrants Fund Inc,2019,3906.00,
"American Jewish World Service, Inc.",2018,120000.00,
"American Jewish World Service, Inc.",2018,20000.00,
"American Jewish World Service, Inc.",2018,15000.00,
Disability Rights Fund Inc.,2019,20000.00,
UHAI EASHRI,2018,2500.00,
Both ENDS Foundation,2017,36601.00,
James S. McDonnell Foundation,2016,100000.00,
Urgent Action Fund for Women's Human Rights,2019,8000.00,
Global Greengrants Fund Inc,2019,5000.00,
Thousand Currents,2017,5000.00,
Thousand Currents,2018,20000.00,
Thousand Currents,2017,5000.00,
Thousand Currents,2017,5000.00,
Global Greengrants Fund Inc,2017,5000.00,
Rasmuson Foundation,2020,7500.00,
Urgent Action Fund for Women's Human Rights,2019,5000.00,
"American Jewish World Service, Inc.",2020,79500.00,
"American Jewish World Service, Inc.",2020,10000.00,
Women‚'s Fund Asia,2020,9000.00,
Women‚'s Fund Asia,2020,9000.00,
Women‚'s Fund Asia,2020,7500.00,
Women‚'s Fund Asia,2020,7500.00,
"American Jewish World Service, Inc.",2020,7000.00,
"American Jewish World Service, Inc.",2020,5000.00,
Madre,2019,1221.00,
Southern California Gas Company Contributions Program,2020,150000.00,
"American Jewish World Service, Inc.",2020,120000.00,
National Endowment for Democracy,2016,100000.00,
Wallace Global Fund II,2016,75000.00,
Global Greengrants Fund Inc,2019,4544.00,
"FASOL - Fondo Acci√≥n Solidaria, A.C.",2016,2059.00,
"Surdna Foundation, Inc.",2018,150000.00,
Tides Foundation,2017,5000.00,
Joseph Rowntree Charitable Trust,2017,34189.00,
Wallace Global Fund II,2016,65000.00,
Wallace Global Fund II,2016,50000.00,
Fundaci√≥n Gonzalo R√≠o Arronte,2016,55202.00,
Hivos,2018,123982.00,
National Endowment for Democracy,2016,27200.00,
"FASOL - Fondo Acci√≥n Solidaria, A.C.",2018,1831.00,
Wallace Global Fund II,2018,20000.00,
Esm√©e Fairbairn Foundation,2019,152973.00,
The National Lottery Community Fund,2018,651407.00,
Christopher Reynolds Foundation Inc,2019,5000.00,
Christopher Reynolds Foundation Inc,2016,5000.00,
Legacy Alcoa Foundation,2015,41223.00,
The M.A.C. AIDS Fund,2016,42660.00,
Urgent Action Fund - Africa,2019,,
Wallace Global Fund II,2016,30000.00,
Cordaid,2015,55500.00,
Urgent Action Fund - Africa,2019,,
"Kappa Charities, Inc.",2018,,
Wallace Global Fund II,2016,40000.00,
Goldman Environmental Foundation,2018,45000.00,
Wellcome Trust,2017,65140.00,
The National Lottery Community Fund,2018,2515917.00,
Cumbria Community Foundation,2020,5101.00,
The National Lottery Community Fund,2019,7697.00,
Wallace Global Fund II,2016,40000.00,
Ivey Foundation,2016,5000.00,
Meyer Memorial Trust,2021,250000.00,
Silicon Valley Community Foundation,2021,250000.00,
The David and Lucile Packard Foundation,2021,200000.00,
Colcom Foundation,2021,200000.00,
Charles Stewart Mott Foundation,2021,200000.00,
Charles Stewart Mott Foundation,2021,200000.00,
"Rockefeller Brothers Fund, Inc.",2021,200000.00,
Meyer Memorial Trust,2021,200000.00,
McKnight Foundation,2021,200000.00,
McKnight Foundation,2021,200000.00,
Ford Foundation,2021,200000.00,
Silicon Valley Community Foundation,2021,200000.00,
McKnight Foundation,2021,200000.00,
Meyer Memorial Trust,2021,200000.00,
McKnight Foundation,2021,200000.00,
Marin Community Foundation,2021,200000.00,
Charles Stewart Mott Foundation,2021,200000.00,
McKnight Foundation,2021,200000.00,
Meyer Memorial Trust,2021,185000.00,
Meyer Memorial Trust,2021,185000.00,
Walter and Elise Haas Fund,2021,180000.00,
Charles Stewart Mott Foundation,2021,175000.00,
Walter and Elise Haas Fund,2021,175000.00,
The David and Lucile Packard Foundation,2021,175000.00,
Wales Council for Voluntary Action,2021,173093.00,
John Ellerman Foundation,2021,172153.00,
Marin Community Foundation,2021,170000.00,
Annenberg Foundation,2021,160000.00,
Marin Community Foundation,2021,160000.00,
Meyer Memorial Trust,2021,160000.00,
McKnight Foundation,2021,150000.00,
McKnight Foundation,2021,150000.00,
Kresge Foundation,2021,150000.00,
McKnight Foundation,2021,150000.00,
Ford Foundation,2021,150000.00,
Ford Foundation,2021,150000.00,
McKnight Foundation,2021,150000.00,
McKnight Foundation,2021,150000.00,
The Rockefeller Foundation,2021,150000.00,
McKnight Foundation,2021,150000.00,
John Ellerman Foundation,2021,140273.00,
Meyer Memorial Trust,2021,140000.00,
McKnight Foundation,2021,140000.00,
Meyer Memorial Trust,2021,135000.00,
"Rockefeller Brothers Fund, Inc.",2021,132500.00,
The David and Lucile Packard Foundation,2021,130900.00,
Thirty Percy Foundation,2021,127521.00,
Charles Stewart Mott Foundation,2021,125000.00,
Garfield Weston Foundation,2021,112730.00,
Meyer Memorial Trust,2021,110000.00,
Garfield Weston Foundation,2021,102017.00,
Ford Foundation,2021,100000.00,
McKnight Foundation,2021,100000.00,
McKnight Foundation,2021,100000.00,
The David and Lucile Packard Foundation,2021,100000.00,
McKnight Foundation,2021,100000.00,
"Rockefeller Brothers Fund, Inc.",2021,100000.00,
"Rockefeller Brothers Fund, Inc.",2021,100000.00,
Lisa and Douglas Goldman Fund,2021,100000.00,
McKnight Foundation,2021,100000.00,
The National Lottery Community Fund,2021,99466.00,
The David and Lucile Packard Foundation,2021,99261.00,
The David and Lucile Packard Foundation,2021,95000.00,
The Fund for New Jersey,2021,85000.00,
John Ellerman Foundation,2021,76512.00,
Ford Foundation,2021,75000.00,
McKnight Foundation,2021,75000.00,
McKnight Foundation,2021,75000.00,
Annenberg Foundation,2021,75000.00,
McKnight Foundation,2021,75000.00,
"Rockefeller Brothers Fund, Inc.",2021,75000.00,
The Fund for New Jersey,2021,75000.00,
Meyer Memorial Trust,2021,75000.00,
McKnight Foundation,2021,75000.00,
"Rockefeller Brothers Fund, Inc.",2021,75000.00,
The Fund for New Jersey,2021,75000.00,
McKnight Foundation,2021,75000.00,
The National Lottery Community Fund,2021,70283.00,
Charles Stewart Mott Foundation,2021,70000.00,
Polden Puckham Charitable Foundation,2021,63760.00,
"Rockefeller Brothers Fund, Inc.",2021,60000.00,
Seattle Foundation,2021,60000.00,
"The Abell Foundation, Inc.",2021,60000.00,
"Jim Moran Foundation, Inc.",2021,60000.00,
McKnight Foundation,2021,60000.00,
Native American Agriculture Fund,2021,59974.00,
"The Abell Foundation, Inc.",2021,57684.00,
McKnight Foundation,2021,50000.00,
