R_Name,Year,Amount,
Stanford University,2016,41486.00,
Stanford University,2016,20000.00,
Stanford University,2015,255000.00,
Stanford University,2015,251220.00,
Pennsylvania Interfaith Power & Light,2017,10000.00,
Pennsylvania Interfaith Power & Light,2017,10000.00,
Pennsylvania Interfaith Power & Light,2016,9500.00,
Yampa Valley Sustainability Council,2019,3000.00,
Yampa Valley Sustainability Council,2018,3000.00,
"Audubon Canyon Ranch, Inc.",2017,200.00,
Faith in the Valley,2018,15000.00,
Carbon Fund,2017,500.00,
Carbon Fund,2016,1000.00,
Carbon Fund,2016,22.00,
Penobscot East Resource Center,2017,20000.00,
University of Connecticut,2018,14070.00,
University of Connecticut,2017,29530.00,
The Visionaries Inc,2018,10000.00,
City of Stoughton,2017,15000.00,
City of Stoughton,2017,15000.00,
Federación única de mujeres trabajadoras de Pueblos Originarios de Chuquisaca- Bartolina SISA,2016,992.00,
"Vasudha Foundation USA, Inc.",2016,86575.00,
"Vasudha Foundation USA, Inc.",2015,120000.00,
Environment and Agriculture Women Association of Ghana,2019,3500.00,
Environment and Agriculture Women Association of Ghana,2018,5000.00,
Environment and Agriculture Women Association of Ghana,2016,5000.00,
Environmental Justice North Africa,2017,3600.00,
Sunrise Project,2018,200000.00,
Sunrise Project,2018,172000.00,
Sunrise Project,2018,100000.00,
Sunrise Project,2016,173500.00,
350 Australia,2018,25000.00,
Bua Urban Youth Network,2017,4650.00,
Pacific Climate Warriors,2018,29633.00,
Pacific Climate Warriors,2017,18800.00,
Pacific Climate Warriors,2017,18800.00,
Pacific Network on Globalisation,2018,20000.00,
Pacific Network on Globalisation,2017,5000.00,
Project Survival Pacific,2017,2500.00,
Social Empowerement Education Programme,2018,20000.00,
Social Empowerement Education Programme,2017,5000.00,
South Santiam Watershed Council,2018,43644.00,
1 Million Women Limited,2017,19352.00,
1 Million Women Limited,2017,19352.00,
1 Million Women Limited,2016,11272.00,
Centre for Policy Development,2020,68053.00,
Centre for Policy Development,2017,5805.00,
Climate Institute,2017,5805.00,
Climate Institute,2017,3870.00,
Environmental Defender's Office,2019,1395.00,
Montessori School of Syracuse,2018,75000.00,
Ny Funders Alliance,2018,30000.00,
Syracuse University,2018,250000.00,
Earth Economics,2017,540000.00,
Earth Economics,2016,40000.00,
Earth Economics,2015,540000.00,
Pacific Lutheran University,2015,51596.00,
Earth Economics,2018,270000.00,
Taiwan Youth Climate Coalition,2018,12000.00,
International Climate Development Institute,2018,17000.00,
Chesapeake Climate Action Network,2020,60000.00,
Chesapeake Climate Action Network,2020,7500.00,
Chesapeake Climate Action Network,2019,536400.00,
Chesapeake Climate Action Network,2019,80000.00,
Chesapeake Climate Action Network,2019,40000.00,
Chesapeake Climate Action Network,2019,25000.00,
Chesapeake Climate Action Network,2019,50.00,
Chesapeake Climate Action Network,2018,200000.00,
Chesapeake Climate Action Network,2018,115000.00,
Chesapeake Climate Action Network,2018,75000.00,
Chesapeake Climate Action Network,2018,60000.00,
Chesapeake Climate Action Network,2018,60000.00,
Chesapeake Climate Action Network,2018,25000.00,
Chesapeake Climate Action Network,2018,20000.00,
Chesapeake Climate Action Network,2018,18425.00,
Chesapeake Climate Action Network,2018,10000.00,
Chesapeake Climate Action Network,2018,10000.00,
Chesapeake Climate Action Network,2018,10000.00,
Chesapeake Climate Action Network,2018,7500.00,
Chesapeake Climate Action Network,2018,35.00,
Chesapeake Climate Action Network,2017,200000.00,
Chesapeake Climate Action Network,2017,128650.00,
Chesapeake Climate Action Network,2017,100000.00,
Chesapeake Climate Action Network,2017,85000.00,
Chesapeake Climate Action Network,2017,85000.00,
Chesapeake Climate Action Network,2017,50000.00,
Chesapeake Climate Action Network,2017,50000.00,
Chesapeake Climate Action Network,2017,25000.00,
Chesapeake Climate Action Network,2017,23000.00,
Chesapeake Climate Action Network,2017,15000.00,
Chesapeake Climate Action Network,2017,15000.00,
Chesapeake Climate Action Network,2017,8484.00,
Chesapeake Climate Action Network,2017,2500.00,
Chesapeake Climate Action Network,2016,235000.00,
Chesapeake Climate Action Network,2016,95000.00,
Chesapeake Climate Action Network,2016,50000.00,
Chesapeake Climate Action Network,2016,40000.00,
Chesapeake Climate Action Network,2016,30000.00,
Chesapeake Climate Action Network,2016,30000.00,
Chesapeake Climate Action Network,2016,20000.00,
Chesapeake Climate Action Network,2016,15000.00,
Chesapeake Climate Action Network,2016,15000.00,
Chesapeake Climate Action Network,2016,7500.00,
Chesapeake Climate Action Network,2016,1000.00,
Chesapeake Climate Action Network,2016,500.00,
Chesapeake Climate Action Network,2016,200.00,
Chesapeake Climate Action Network,2016,106.00,
Chesapeake Climate Action Network,2016,50.00,
Chesapeake Climate Action Network,2016,50.00,
Chesapeake Climate Action Network,2016,200.00,
Chesapeake Climate Action Network,2016,106.00,
Chesapeake Climate Action Network,2016,50.00,
Chesapeake Climate Action Network,2016,50.00,
Chesapeake Climate Action Network,2015,235000.00,
Chesapeake Climate Action Network,2015,100000.00,
Chesapeake Climate Action Network,2015,85000.00,
Chesapeake Climate Action Network,2015,50000.00,
Chesapeake Climate Action Network,2015,35000.00,
Chesapeake Climate Action Network,2015,30000.00,
Chesapeake Climate Action Network,2015,30000.00,
Chesapeake Climate Action Network,2015,25000.00,
Chesapeake Climate Action Network Action Fund Inc,2016,38109.00,
Grassroots Global Justice,2018,5000.00,
Grassroots Global Justice Alliance,2018,2000.00,
Institute for Energy and Environmental Research,2017,15200.00,
Institute for Energy and Environmental Research,2017,15200.00,
It Takes Roots,2020,100000.00,
It Takes Roots,2020,100000.00,
It Takes Roots,2020,35000.00,
Nuclear Information and Resource Service,2017,100000.00,
Nuclear Information and Resource Service,2017,2500.00,
Voice for Sustainable Future,2017,,
Voice for Sustainable Future,2015,50000.00,
Florida Wildlife Federation,2017,22500.00,
ReThink Energy Florida,2018,100000.00,
Volunteer Florida Foundation Inc,2018,40000.00,
Volunteer Florida Foundation Inc,2015,61500.00,
Physicians for Social Responsibility Inc,2017,45230.00,
Physicians for Social Responsibility Inc,2017,9760.00,
Ships of Tarshish Inc,2017,10000.00,
Innovation Network for Communities,2020,120000.00,
Innovation Network for Communities,2019,120000.00,
Innovation Network for Communities,2019,25000.00,
Innovation Network for Communities,2018,175000.00,
Innovation Network for Communities,2018,150000.00,
Innovation Network for Communities,2018,63158.00,
Innovation Network for Communities,2018,60000.00,
Innovation Network for Communities,2018,44000.00,
Innovation Network for Communities,2017,200000.00,
Innovation Network for Communities,2017,89200.00,
Innovation Network for Communities,2017,70000.00,
Innovation Network for Communities,2017,25000.00,
Innovation Network for Communities,2017,10000.00,
Innovation Network for Communities,2016,325000.00,
Innovation Network for Communities,2016,100000.00,
Innovation Network for Communities,2016,75000.00,
Innovation Network for Communities,2015,1160000.00,
Innovation Network for Communities,2015,286000.00,
Innovation Network for Communities,2015,220000.00,
Innovation Network for Communities,2015,190000.00,
"Cascade Pacific RC&D, Inc.",2019,10000.00,
"Cascade Pacific RC&D, Inc.",2019,5000.00,
Mujeres de Tansin Kinka Asla Takanka,2016,6500.00,
Live & Learn Environmental Education Kiribati,2019,25000.00,
Live & Learn Environmental Education Kiribati,2018,19328.00,
Live & Learn Environmental Education Kiribati,2017,35000.00,
Te Toa Matoa,2019,20000.00,
Te Toa Matoa,2018,11882.00,
Te Toa Matoa,2017,9600.00,
Centro de Capacitación e Investigación de la Mujer indígena y Campesina de Tarija,2018,17185.00,
Integración de Mujeres Organizadas del Municipio de Bermejo,2016,624.00,
StrongGogo,2017,5000.00,
Movimiento Ambientalista Santabarbarense MAS,2019,24000.00,
Green Course - Students for the Environment,2019,50000.00,
Israel Union for Environmental Defense,2019,1800.00,
EcoAction Partners,2020,7000.00,
Arizona State Univ,2017,5016.00,
Arizona State Univ,2016,12853.00,
Arizona State University,2018,110158.00,
Arizona State University Foundation,2018,5000.00,
Arizona State University Foundation,2017,5000.00,
Promoción Cultural y Comunicación,2018,2615.00,
Grupo Amiga,2018,1778.00,
Tetritskaro Youth Center,2018,3531.00,
Tetritskaro Youth Center,2017,3444.00,
Wildlife Conservation Society,2020,532000.00,
Wildlife Conservation Society,2020,200000.00,
Wildlife Conservation Society,2019,285000.00,
Wildlife Conservation Society,2019,200000.00,
Wildlife Conservation Society,2018,6050000.00,
Wildlife Conservation Society,2016,6752500.00,
Wildlife Conservation Society,2016,175000.00,
Wildlife Conservation Society,2015,40000.00,
European Climate Foundation,2020,10000000.00,
European Climate Foundation,2020,3000000.00,
European Climate Foundation,2020,1500000.00,
European Climate Foundation,2020,1250000.00,
European Climate Foundation,2020,1000000.00,
European Climate Foundation,2020,800000.00,
European Climate Foundation,2020,750000.00,
European Climate Foundation,2019,3300000.00,
European Climate Foundation,2019,3250000.00,
European Climate Foundation,2019,2800001.00,
European Climate Foundation,2019,1306817.00,
European Climate Foundation,2019,1300000.00,
European Climate Foundation,2019,1250000.00,
European Climate Foundation,2019,1150000.00,
European Climate Foundation,2019,1075000.00,
European Climate Foundation,2019,1000000.00,
European Climate Foundation,2019,575000.00,
European Climate Foundation,2019,500000.00,
European Climate Foundation,2019,300000.00,
European Climate Foundation,2019,250000.00,
European Climate Foundation,2019,205000.00,
European Climate Foundation,2019,200000.00,
European Climate Foundation,2019,150000.00,
European Climate Foundation,2019,150000.00,
European Climate Foundation,2018,6700000.00,
European Climate Foundation,2018,3000000.00,
European Climate Foundation,2018,2400000.00,
European Climate Foundation,2018,1025000.00,
European Climate Foundation,2018,1000000.00,
European Climate Foundation,2018,500000.00,
European Climate Foundation,2018,475000.00,
European Climate Foundation,2018,200000.00,
European Climate Foundation,2018,198000.00,
European Climate Foundation,2018,50000.00,
European Climate Foundation,2017,16750000.00,
European Climate Foundation,2017,12050000.00,
European Climate Foundation,2017,9487000.00,
European Climate Foundation,2017,7000000.00,
European Climate Foundation,2017,4200000.00,
European Climate Foundation,2017,2750000.00,
European Climate Foundation,2017,2000000.00,
European Climate Foundation,2017,1930000.00,
European Climate Foundation,2017,1263630.00,
European Climate Foundation,2017,1000000.00,
European Climate Foundation,2017,1000000.00,
European Climate Foundation,2017,500000.00,
European Climate Foundation,2017,500000.00,
European Climate Foundation,2017,500000.00,
European Climate Foundation,2017,300000.00,
European Climate Foundation,2017,250000.00,
European Climate Foundation,2017,100000.00,
European Climate Foundation,2017,100000.00,
European Climate Foundation,2017,75000.00,
European Climate Foundation,2016,8650000.00,
European Climate Foundation,2016,4720000.00,
European Climate Foundation,2016,1750000.00,
European Climate Foundation,2016,1000000.00,
European Climate Foundation,2016,1000000.00,
European Climate Foundation,2016,1000000.00,
European Climate Foundation,2016,1000000.00,
European Climate Foundation,2016,750000.00,
European Climate Foundation,2016,650000.00,
European Climate Foundation,2016,550000.00,
European Climate Foundation,2016,500000.00,
European Climate Foundation,2016,450000.00,
European Climate Foundation,2016,400000.00,
European Climate Foundation,2016,400000.00,
European Climate Foundation,2016,323000.00,
European Climate Foundation,2016,249632.00,
European Climate Foundation,2016,225000.00,
European Climate Foundation,2016,181621.00,
European Climate Foundation,2016,85000.00,
European Climate Foundation,2016,75000.00,
European Climate Foundation,2016,74000.00,
European Climate Foundation,2015,32998000.00,
European Climate Foundation,2015,4000000.00,
European Climate Foundation,2015,555001.00,
European Climate Foundation,2015,500000.00,
European Climate Foundation,2015,500000.00,
European Climate Foundation,2015,300000.00,
Fonds 1818,2015,100733.00,
Welzijn Scheveningen,2016,38850.00,
Stichting Support School Fees,2020,75000.00,
American Bird Conservancy,2018,66000.00,
Houston Advanced Research Center,2016,8098.00,
Thetford Elementary School,2016,3000.00,
Soil Carbon Coalition,2018,5000.00,
African Biodiversity Network,2018,20000.00,
Young Voices On Climate Change,2018,2000.00,
Nuestro Pueblo de Maíz,2017,1604.00,
Epiphany Episcopal Church,2019,65000.00,
Organic Agriculture Association,2016,5000.00,
Association Environnementale du College Rabe Jules,2019,5000.00,
Maine Coast Fishermen's Association,2018,30000.00,
ASSOCIATION FOR WOMEN'S RIGHTS IN DEVELOPMENT,2015,50000.00,
Environment Funders Canada,2016,35000.00,
FRIDA  The Young Feminist Fund,2019,310000.00,
Sustainability Network,2016,75000.00,
The Ontario Public Health Association,2019,125000.00,
"University of Toronto, Mowat Centre",2015,40000.00,
York University,2016,85000.00,
Friend of the Greenbelt Foundation,2019,31000.00,
Adopt A Charger Inc.,2018,1500.00,
Adopt A Charger Inc.,2017,1250.00,
Adopt A Charger Inc.,2016,1000.00,
Adopt A Charger Inc.,2016,36.00,
Adopt A Charger Inc.,2016,36.00,
Transition Network,2019,70000.00,
Encounters Arts,2019,38464.00,
Tougaloo College,2015,1000000.00,
Bethnal Green After School Club,2019,11609.00,
James Cook University,2019,348696.00,
James Cook University,2016,18786.00,
Project for Ecological Awareness Building,2020,24000.00,
Land Information Access Association,2017,30000.00,
New Jersey Environmental Justice Alliance,2018,50000.00,
New Jersey Environmental Justice Alliance,2018,2500.00,
New Jersey Future,2018,2500.00,
New Jersey League of Conservation Voters Education Fund,2020,50000.00,
New Jersey Work Environment Council,2017,75000.00,
Work Environment Councilof New Jersey,2020,75000.00,
Work Environment Councilof New Jersey,2019,75000.00,
"Organización de Mujeres Productoras Madres de Sacrificio""""",2018,5000.00,
Sierra Business Council,2015,25000.00,
Organización de Mujeres Guarani de Macharety,2019,24000.00,
Alliance for Global Justice,2016,40000.00,
Alliance for Global Justice,2015,40000.00,
Center for Biological Diversity,2020,100000.00,
Center for Biological Diversity,2020,25000.00,
Center for Biological Diversity,2018,1500.00,
Center for Biological Diversity,2016,750.00,
"Center for Biological Diversity, Inc.",2020,50000.00,
"Center for Biological Diversity, Inc.",2019,800000.00,
"Center for Biological Diversity, Inc.",2018,800000.00,
"Center for Biological Diversity, Inc.",2018,2000.00,
"Center for Biological Diversity, Inc.",2018,750.00,
"Center for Biological Diversity, Inc.",2017,800000.00,
"Center for Biological Diversity, Inc.",2017,750.00,
"Center for Biological Diversity, Inc.",2016,800000.00,
"Center for Biological Diversity, Inc.",2015,800000.00,
"Center for Biological Diversity, Inc.",2015,160000.00,
INSTITUTE ON SCIENCE FOR GLOBAL POLICY,2016,10000.00,
Mi Familia Vota Education Fund,2020,40000.00,
Mi Familia Vota Education Fund,2017,60000.00,
Mi Familia Vota Education Fund,2017,60000.00,
Native Seeds/SEARCH,2018,7500.00,
Native Seeds/SEARCH,2016,30000.00,
Native Seeds/SEARCH,2015,37500.00,
Red Star International,2018,495000.00,
Sky Island Alliance,2017,135000.00,
Sky Island Alliance,2017,1000.00,
Sky Island Alliance,2016,5000.00,
Sonoran Institute,2017,400000.00,
Sonoran Institute,2016,200000.00,
Sonoran Institute,2015,400000.00,
Tucson Wildlife Center,2018,500.00,
University of Arizona,2019,36777.00,
University of Arizona,2018,34106.00,
